City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
282,barra do garcas,0,BR,1528144965,51,-15.89,-52.26,79.7,2.15
283,cavalcante,12,BR,1528144965,54,-13.79,-47.46,77.72,10.2
284,koutiala,48,ML,1528144965,53,12.39,-5.46,85.69,6.51
285,urucara,12,BR,1528144755,66,-2.54,-57.76,86.0,2.37
286,leningradskiy,36,RU,1528144966,100,69.38,178.42,28.54,6.17
287,eenhana,0,NA,1528144966,26,-17.48,16.34,64.63,11.77
288,wanaka,12,NZ,1528144967,82,-44.7,169.14,9.5,1.81
289,ilulissat,75,GL,1528141800,69,69.22,-51.1,35.6,4.7
290,qaanaaq,20,GL,1528144967,100,77.48,-69.36,28.31,2.15
291,yumen,92,CN,1528144968,41,40.29,97.04,53.2,3.71
292,sturgis,1,US,1528144500,51,44.41,-103.51,86.0,9.17
293,gazli,0,UZ,1528144969,20,40.13,63.45,62.87,8.41
294,kruisfontein,0,ZA,1528144969,94,-34.0,24.73,57.47,13.78
295,manokwari,48,ID,1528144969,100,-0.87,134.08,81.55,4.16
296,charleston,20,US,1528142040,47,38.35,-81.63,75.2,9.17
297,petauke,0,ZM,1528144970,52,-14.25,31.33,61.03,10.87
298,nongan,40,CN,1528142400,45,44.43,125.17,68.0,13.42
299,xichang,100,CN,1528144970,100,27.88,102.25,51.53,1.7
300,vrangel,88,RU,1528144971,94,42.73,133.08,52.03,3.49
301,new iberia,40,US,1528143300,62,30.0,-91.82,91.4,5.82
302,siderno,0,IT,1528142100,88,38.28,16.3,75.2,3.36
303,lazaro cardenas,75,MX,1528141200,19,28.39,-105.62,96.8,8.05
304,petropavlovsk-kamchatskiy,0,RU,1528142400,59,53.05,158.65,51.8,15.66
305,buta,80,CD,1528144972,94,2.79,24.73,71.06,2.15
306,ancud,68,CL,1528144973,77,-41.87,-73.83,49.15,5.17
307,provideniya,20,RU,1528142400,86,64.42,-173.23,37.4,8.95
308,nuuk,75,GL,1528141800,87,64.17,-51.74,42.8,5.82
309,lata,8,IN,1528144973,78,30.78,78.62,54.32,2.59
310,north branch,1,US,1528143360,36,45.51,-92.98,84.2,10.29
311,rio gallegos,0,AR,1528142400,92,-51.62,-69.22,39.2,2.24
312,yanliang,0,CN,1528142400,76,34.66,109.22,55.4,3.38
313,terrace bay,90,CA,1528142400,87,48.78,-87.1,46.4,9.17
314,gasa,8,BT,1528144975,75,27.91,89.73,21.25,1.59
315,kroya,8,ID,1528144976,92,-6.5,108.06,73.67,2.37
316,ninghai,90,CN,1528142400,100,29.29,121.42,71.6,2.59
317,lethem,100,GY,1528144976,85,3.38,-59.8,77.27,9.64
318,makakilo city,90,US,1528142220,65,21.35,-158.09,82.4,9.17
319,port hedland,0,AU,1528144200,77,-20.31,118.58,62.6,6.93
320,praia,40,BR,1528142400,68,-20.25,-43.81,68.0,10.29
321,roma,0,IT,1528143600,77,41.89,12.48,68.0,4.7
322,lar,0,IR,1528142400,21,27.66,54.32,91.4,1.81
323,juba,0,EE,1528141800,43,57.82,26.93,53.6,10.29
324,arica,90,CL,1528142400,77,-18.48,-70.32,64.4,9.17
325,klaksvik,56,FO,1528143600,81,62.23,-6.59,46.4,5.82
326,ormara,68,PK,1528144979,91,25.21,64.64,83.3,14.56
327,ostrovnoy,88,RU,1528144979,91,68.05,39.51,30.88,16.02
328,mount isa,0,AU,1528142400,60,-20.73,139.49,41.0,4.7
329,amstelveen,90,NL,1528143900,87,52.3,4.85,60.8,8.05
330,eureka,1,US,1528142100,76,40.8,-124.16,59.0,8.05
331,maniitsoq,92,GL,1528144981,89,65.42,-52.9,35.74,2.71
332,oum hadjer,0,TD,1528144981,23,13.3,19.7,83.89,8.75
333,long beach,75,US,1528142160,58,30.35,-89.15,91.4,6.93
334,puteyets,24,RU,1528144982,73,65.17,57.09,34.39,6.06
335,monduli,80,TZ,1528144982,75,-3.3,36.45,65.12,4.72
336,kurilsk,8,RU,1528144982,91,45.23,147.88,48.83,4.38
337,lishui,100,CN,1528144983,99,28.45,119.91,67.28,1.25
338,camrose,75,CA,1528142400,39,53.01,-112.84,66.2,16.11
339,herat,0,AF,1528144983,64,34.35,62.22,60.26,3.94
340,celestun,8,MX,1528144984,97,20.87,-90.4,83.89,12.77
341,parkes,12,AU,1528144984,91,-33.14,148.18,37.13,2.59
342,kurmanayevka,44,RU,1528144984,39,52.51,52.07,67.24,11.99
343,abu dhabi,0,AE,1528142400,55,24.47,54.37,93.2,4.7
344,roald,40,NO,1528143600,70,62.58,6.12,48.2,16.11
345,norman wells,40,CA,1528142400,42,65.28,-126.83,68.0,19.46
346,ulagan,0,RU,1528144985,94,50.63,87.96,27.5,1.59
347,bambous virieux,75,MU,1528142400,73,-20.34,57.76,73.4,13.87
348,hami,80,CN,1528144986,37,42.84,93.51,66.43,4.38
349,bayan,20,MN,1528144986,47,47.25,107.54,43.52,9.75
350,belogorsk,44,UA,1528144987,88,45.06,34.59,60.13,1.81
351,nizwa,0,OM,1528144987,56,22.93,57.53,77.59,3.27
352,nabire,0,ID,1528144987,96,-3.36,135.5,66.61,2.37
353,dutlwe,0,BW,1528144988,52,-23.98,23.93,46.31,5.28
354,beloha,0,MG,1528144988,90,-25.17,45.06,63.64,7.29
355,chambersburg,75,US,1528142100,49,39.94,-77.66,78.8,13.87
356,matara,88,PE,1528144989,73,-13.74,-72.9,48.2,2.48
357,bantou,92,CN,1528144989,99,26.22,117.49,71.15,2.04
358,khabary,76,RU,1528144989,69,53.63,79.53,50.14,4.05
359,almaznyy,0,RU,1528144990,36,48.03,40.04,66.61,10.87
360,auki,20,NG,1528144991,77,12.18,6.51,78.17,5.73
361,waddan,100,LY,1528144874,67,29.16,16.14,72.32,2.48
362,mandera,48,ET,1528144991,48,3.94,41.86,85.33,12.66
363,aklavik,75,CA,1528142400,42,68.22,-135.01,68.0,5.82
364,tarbes,88,FR,1528144200,93,43.23,0.08,60.8,4.7
365,mayumba,44,GA,1528144992,96,-3.44,10.65,74.93,4.38
366,machico,40,PT,1528144200,88,32.7,-16.77,66.2,10.29
367,rauma,44,FI,1528143600,43,61.13,21.5,50.0,19.46
368,san policarpo,68,PH,1528144994,100,12.18,125.51,79.03,6.62
369,bitung,20,ID,1528144200,94,1.44,125.19,75.2,1.12
370,haines junction,88,CA,1528144994,78,60.75,-137.51,47.44,1.48
371,formosa do rio preto,32,BR,1528144994,43,-11.04,-45.19,84.88,8.52
372,pachmarhi,8,IN,1528144995,72,22.47,78.44,74.03,2.48
373,awjilah,8,LY,1528144995,26,29.14,21.3,75.47,2.37
374,ambon,90,FR,1528144200,88,47.55,-2.56,66.2,1.12
375,watertown,1,US,1528143300,37,44.9,-97.12,87.8,14.99
376,yaan,44,NG,1528144996,86,7.38,8.57,78.26,9.64
377,nago,40,IT,1528143600,82,45.88,10.89,68.0,3.36
378,yuncheng,0,CN,1528144996,81,35.03,111.0,50.59,2.59
379,karia,0,NG,1528144997,70,11.73,11.16,79.52,2.93
380,ambilobe,88,MG,1528144997,64,-13.19,49.05,77.41,1.36
381,college,20,US,1528142280,35,64.86,-147.8,69.8,7.07
382,tamasopo,0,MX,1528144998,40,21.92,-99.39,85.73,8.52
383,benjamin aceval,90,PY,1528142400,76,-24.97,-57.57,57.2,8.05
384,ust-omchug,68,RU,1528144999,42,61.13,149.63,42.49,4.38
385,mastic beach,90,US,1528143300,77,40.77,-72.85,68.0,11.41
386,santa isabel do rio negro,36,BR,1528145000,94,-0.41,-65.02,78.04,5.17
387,tyumentsevo,48,RU,1528145000,62,53.32,81.5,49.24,8.41
388,constitucion,20,MX,1528141380,13,23.99,-104.67,86.0,4.7
389,birao,0,CF,1528145001,54,10.3,22.78,78.35,10.54
390,sur,0,OM,1528145001,88,22.57,59.53,86.27,2.59
391,aguimes,40,ES,1528144200,68,27.91,-15.45,66.2,26.4
392,agadir,40,MA,1528144200,72,30.42,-9.58,64.4,9.17
393,worthington,20,US,1528143300,30,43.62,-95.6,86.0,24.16
394,kautokeino,80,NO,1528145002,69,69.01,23.04,34.93,10.2
395,kenai,20,US,1528142160,76,60.55,-151.26,53.6,14.99
396,river falls,1,US,1528143300,39,44.86,-92.63,86.0,13.87
397,pahrump,20,US,1528142280,3,36.21,-115.98,104.0,9.17
398,magistralnyy,76,RU,1528145004,85,56.17,107.45,46.9,2.37
399,vanavara,92,RU,1528145005,72,60.35,102.28,54.05,5.95
400,grootfontein,0,NA,1528145005,30,-19.56,18.1,54.32,9.31
401,matamoros,40,US,1528142100,88,25.87,-97.51,96.8,12.75
402,jerome,1,US,1528144500,6,34.75,-112.11,93.2,9.17
403,bluefields,92,NI,1528145007,89,12.01,-83.77,80.65,5.39
404,galveston,1,US,1528143300,31,40.58,-86.19,75.2,11.41
405,christchurch,92,NZ,1528144200,100,-43.53,172.64,46.4,10.29
406,walvis bay,0,NA,1528145008,91,-22.95,14.51,63.32,4.27
407,kpandu,0,GH,1528145008,86,7.0,0.29,79.84,7.74
408,darhan,68,MN,1528145008,72,49.49,105.92,46.22,7.4
409,huron,1,US,1528142100,35,44.36,-98.21,87.8,16.11
410,gorontalo,20,ID,1528144969,94,0.54,123.06,72.23,2.04
411,langres,56,FR,1528144200,88,47.87,5.33,64.4,5.82
412,kudus,64,ID,1528145010,100,-6.82,110.84,77.59,5.95
413,biggar,75,GB,1528143600,93,55.62,-3.52,62.6,8.05
414,fuerte olimpo,12,BR,1528145010,82,-21.04,-57.87,63.91,6.73
415,quatre cocos,75,MU,1528142400,73,-20.21,57.76,73.4,13.87
416,eston,75,CA,1528142400,24,51.15,-108.75,80.6,28.86
417,narsaq,75,GL,1528141800,81,60.91,-46.05,59.0,31.09
418,hervey bay,0,AU,1528145012,100,-25.3,152.85,64.09,11.99
419,brookhaven,90,US,1528143300,77,40.78,-72.92,68.0,11.41
420,zwedru,88,LR,1528145013,97,6.07,-8.13,74.66,4.38
421,saurimo,0,AO,1528145013,45,-9.66,20.4,62.74,5.73
422,necochea,92,AR,1528144968,87,-38.55,-58.74,46.0,3.38
423,hualmay,24,PE,1528145013,79,-11.1,-77.61,67.51,6.51
424,acapulco,90,MX,1528141560,70,16.86,-99.88,87.8,12.75
425,tougan,76,BF,1528145014,62,13.07,-3.07,84.83,5.17
426,zyryanovsk,0,KZ,1528145015,81,49.74,84.27,41.36,3.15
427,bonavista,0,CA,1528145015,80,48.65,-53.11,38.44,28.77
428,rocha,92,UY,1528145016,80,-34.48,-54.34,53.15,6.62
429,orlik,80,RU,1528145016,100,52.51,99.83,34.88,2.15
430,gaya,68,IN,1528145017,84,24.8,85.01,81.41,8.19
431,kholtoson,92,RU,1528145017,100,50.3,103.31,43.16,5.5
432,santa vitoria,24,BR,1528145018,71,-7.82,-67.03,77.59,5.84
433,pisco,0,PE,1528142400,82,-13.71,-76.2,66.2,9.17
434,jackson,1,US,1528143300,35,35.61,-88.82,84.2,8.05
435,piacabucu,0,BR,1528145019,73,-10.41,-36.43,76.6,9.75
436,soyo,0,AO,1528145019,88,-6.13,12.37,74.93,5.17
437,pangnirtung,40,CA,1528142400,100,66.15,-65.72,32.0,13.87
438,sola,90,FI,1528143600,75,62.78,29.36,44.6,16.11
439,nanortalik,76,GL,1528145020,89,60.14,-45.24,37.45,41.85
440,praia da vitoria,40,PT,1528142400,78,38.73,-27.07,73.4,17.81
441,kudahuvadhoo,80,MV,1528145020,100,2.67,72.89,82.09,12.44
442,beysehir,0,TR,1528145021,80,37.68,31.72,50.86,2.59
443,along,44,IN,1528145021,77,28.17,94.8,68.18,1.92
444,dezhou,0,CN,1528145021,54,37.45,116.31,66.25,11.99
445,san cristobal,75,EC,1528142400,63,-0.39,-78.55,62.6,21.92
446,tiznit,8,MA,1528144843,89,29.7,-9.73,63.23,9.31
447,isiro,88,CD,1528145022,94,2.77,27.62,68.95,3.49
448,fortuna,0,ES,1528144200,83,38.18,-1.13,71.6,5.82
449,thinadhoo,88,MV,1528144938,100,0.53,72.93,84.11,12.21
450,itarema,64,BR,1528144994,87,-2.92,-39.92,80.29,7.85
451,oksfjord,75,NO,1528143600,93,70.24,22.35,41.0,9.17
452,ventspils,0,LV,1528143600,58,57.39,21.56,53.6,8.05
453,foldeak,0,HU,1528144200,82,46.32,20.5,68.0,3.36
454,inongo,12,CD,1528145024,83,-1.93,18.29,76.33,2.93
455,kankan,76,GN,1528145026,98,10.38,-9.3,71.15,8.08
456,dhidhdhoo,88,MV,1528145026,100,6.88,73.1,81.86,19.04
457,san andres,0,PH,1528145027,100,13.32,122.68,85.24,7.74
458,mercedes,80,UY,1528145028,77,-33.25,-58.03,55.54,3.04
459,djambala,24,CG,1528145028,85,-2.55,14.76,71.78,6.62
460,colonia,0,RO,1528144200,82,46.6,23.97,60.8,3.36
461,bandundu,36,CD,1528145029,71,-3.32,17.38,75.47,2.71
462,correntina,20,BR,1528145029,47,-13.34,-44.63,80.2,10.2
463,tura,36,IN,1528145029,96,25.52,90.21,76.51,2.48
464,ixtapa,20,MX,1528141620,59,20.71,-105.21,89.6,13.87
465,kenora,40,CA,1528143300,44,49.76,-94.48,62.6,6.93
466,yar-sale,68,RU,1528145030,88,66.83,70.83,31.1,9.98
467,cerqueira cesar,80,BR,1528145031,68,-23.04,-49.17,66.88,6.4
468,hukuntsi,0,BW,1528145031,27,-23.98,21.76,46.18,6.62
469,barra,100,BR,1528145031,43,-11.09,-43.14,86.45,10.98
470,noormarkku,68,FI,1528143600,43,61.59,21.87,50.0,19.46
471,sompeta,44,IN,1528145032,89,18.93,84.6,79.97,4.16
472,parrita,0,CR,1528142400,54,9.52,-84.33,80.6,3.36
473,bilibino,32,RU,1528145033,64,68.06,166.44,45.64,3.15
474,sisimiut,88,GL,1528145033,96,66.94,-53.67,33.94,3.83
475,huai thalaeng,44,TH,1528142400,100,15.0,102.65,75.2,3.36
476,berlevag,75,NO,1528141800,86,70.86,29.09,41.0,10.29
477,ndjole,36,GA,1528145034,97,-0.18,10.76,70.03,2.71
478,andernach,20,DE,1528143600,68,50.44,7.4,68.0,6.93
479,olinda,40,EC,1528142400,55,-2.03,-79.75,86.0,8.05
480,salyan,92,AZ,1528145035,98,39.59,48.98,62.33,3.49
481,remedios,75,CU,1528141920,58,22.5,-79.55,86.0,2.24
482,kalmar,0,SE,1528143600,82,56.66,16.36,59.0,5.82
483,shingu,88,JP,1528145036,95,33.72,135.99,70.7,8.86
484,stromness,75,CA,1528142400,63,42.87,-79.55,68.0,19.46
485,ozernovskiy,0,RU,1528145037,91,51.5,156.52,40.69,1.48
486,verkhnetulomskiy,75,RU,1528142400,91,68.61,31.8,35.6,8.95
487,fort morgan,1,US,1528142100,25,40.25,-103.8,86.0,3.36
488,chilca,75,PE,1528142400,85,-13.22,-72.34,60.8,5.82
489,batemans bay,32,AU,1528145038,100,-35.71,150.18,49.06,7.74
490,starobaltachevo,92,RU,1528145038,82,56.0,55.92,59.45,12.21
491,ugoofaaru,80,MV,1528145039,100,5.67,73.0,82.76,17.47
492,tawang,12,BT,1528145039,78,27.59,91.87,50.05,0.92
493,vermilion,75,CA,1528142400,63,53.35,-110.85,66.2,9.17
494,phan thiet,56,VN,1528145040,100,10.93,108.1,78.31,9.53
495,bowen,0,AU,1528142400,93,-20.01,148.25,42.8,2.24
496,slave lake,90,CA,1528142400,87,55.28,-114.77,51.8,3.36
497,taoudenni,12,ML,1528145041,15,22.68,-3.98,95.5,11.43
498,erenhot,48,CN,1528145041,60,43.65,111.97,50.9,3.6
499,vao,64,EE,1528145042,35,59.1,26.19,52.3,14.45
500,comodoro rivadavia,0,AR,1528142400,89,-45.87,-67.48,50.0,8.05
501,semey,0,KZ,1528145042,66,50.41,80.25,48.88,5.06
502,naze,75,NG,1528142400,83,5.43,7.07,80.6,3.36
503,casablanca,75,MA,1528144200,72,33.6,-7.62,64.4,13.87
504,rezh,92,RU,1528145043,97,57.37,61.4,49.91,7.4
505,sangar,0,RU,1528145044,79,63.92,127.47,55.81,2.26
506,la asuncion,75,EC,1528142400,63,-1.64,-78.74,66.2,13.87
507,kadiri,80,IN,1528145044,86,14.11,78.16,74.98,6.62
508,nouadhibou,0,MR,1528142400,72,20.93,-17.03,68.0,18.34
509,karak,0,JO,1528142400,72,31.18,35.7,68.0,9.17
510,quelimane,75,MZ,1528142400,78,-17.88,36.89,71.6,12.75
511,grants,1,US,1528143300,9,35.15,-107.85,86.0,5.82
512,xinzhou,0,CN,1528145046,50,38.41,112.73,54.91,5.61
513,mana,0,RS,1528144200,72,43.52,20.24,68.0,4.7
514,cody,1,US,1528142160,20,44.53,-109.06,82.4,3.36
515,mabaruma,56,GY,1528145048,90,8.2,-59.78,80.11,4.72
516,san roque,88,EC,1528145049,84,0.3,-78.23,57.79,1.7
517,puerto escondido,20,MX,1528141260,74,15.86,-97.07,84.2,11.41
518,amahai,92,ID,1528145050,100,-3.31,129.0,79.52,12.21
519,coquimbo,0,CL,1528142400,51,-29.95,-71.34,59.0,9.17
520,payakumbuh,48,ID,1528145050,90,-0.23,100.63,70.66,2.04
521,port augusta,0,AU,1528142400,100,-32.49,137.76,41.0,5.82
522,gatton,8,AU,1528144200,100,-27.56,152.28,42.8,3.36
523,port hardy,75,CA,1528142400,62,50.7,-127.42,55.4,9.17
524,boca do acre,20,BR,1528145051,74,-8.76,-67.39,74.93,2.93
525,lehigh acres,40,US,1528141980,62,26.63,-81.62,89.6,8.05
526,saint-ambroise,75,FR,1528144200,82,47.25,-0.65,66.2,5.82
527,moranbah,0,AU,1528145052,79,-22.0,148.04,42.71,6.17
528,roebourne,0,AU,1528145053,86,-20.77,117.15,63.55,6.62
529,horsham,0,AU,1528145053,91,-36.71,142.2,38.53,5.84
530,mayo,75,CA,1528142400,55,63.59,-135.9,62.6,3.36
531,leshukonskoye,92,RU,1528145054,94,64.9,45.76,42.8,5.39
532,hambantota,80,LK,1528145054,100,6.12,81.12,78.26,15.01
533,alyangula,0,AU,1528145056,100,-13.85,136.42,73.0,17.58
534,laguna,40,MX,1528141380,41,27.52,-110.01,95.0,17.22
535,aguas vermelhas,12,BR,1528145057,81,-15.75,-41.46,67.82,8.19
536,bucerias,20,MX,1528141620,59,20.76,-105.33,89.6,13.87
537,aranos,0,NA,1528145058,26,-24.14,19.11,49.73,9.98
538,bubaque,0,GW,1528145058,100,11.28,-15.83,80.65,14.0
539,waingapu,8,ID,1528145058,92,-9.65,120.26,69.98,5.73
540,poum,0,MK,1528145059,81,41.28,20.71,54.32,0.81
541,rio muerto,40,MX,1528141380,41,27.42,-110.23,95.0,17.22
542,gaoua,20,BF,1528145059,68,10.33,-3.18,82.76,5.39
543,lobau,0,AT,1528144200,82,48.2,16.49,71.6,8.05
544,kasongo-lunda,8,CD,1528145060,81,-6.48,16.82,68.05,1.92
545,yakeshi,76,CN,1528145060,95,49.28,120.73,47.75,3.38
546,englewood,20,US,1528142280,11,39.65,-104.99,95.0,5.82
547,baculin,88,PH,1528145061,93,7.45,126.58,79.88,1.7
548,uhlove,48,UA,1528145061,96,44.82,33.6,61.52,4.38
549,slavyanka,48,RU,1528145062,96,42.86,131.39,53.65,6.4
550,myingyan,64,MM,1528145062,98,21.46,95.39,75.65,6.29
551,lexington park,1,US,1528143300,57,38.26,-76.45,78.8,4.7
552,bulanash,88,RU,1528145063,97,57.28,62.0,51.17,8.08
553,perth,75,GB,1528143600,93,56.4,-3.43,53.6,8.05
554,watrous,76,CA,1528145063,41,51.67,-105.46,73.9,15.35
555,rosarito,40,CO,1528142400,88,4.91,-75.23,69.8,3.36
556,punahana,8,IN,1528145064,42,27.87,77.2,92.53,12.44
557,chenzhou,92,CN,1528145064,100,25.81,113.03,66.61,3.27
558,tateyama,56,JP,1528145064,84,36.66,137.31,57.61,2.37
559,burnie,80,AU,1528145065,100,-41.05,145.91,54.68,7.63
560,am timan,0,TD,1528145065,40,11.04,20.28,79.61,8.41
561,namibe,0,AO,1528145065,99,-15.19,12.15,72.77,9.42
562,marfino,75,RU,1528142400,87,56.07,37.56,59.0,15.66
563,madarounfa,8,NE,1528145066,43,13.3,7.16,85.91,11.43
564,san quintin,12,PH,1528145066,83,17.54,120.52,74.57,4.38
